filename,title,description,dateCreated,language,rightsStatement,rightsHolder,accessRights,collection,series,accessionNumber,resourceType,collectionCallNumber,creator,subjectName,subjectTopic,subjectPlace, physicalFormat,publisher,publisherHomepage,relatedResource,masterFileName,theme,,,,,,,,,,,
ua_0041_gra_0011.tif,Summer 1989 season poster,"Love's Labour's Lost, Romeo and Juliet, Once in a Lifetime",1989,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0011,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0011.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0012.tif,Summer 1990 season poster,"The Winter's Tale, Othello, Amadeus (poster design 1 of 2)",1990,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0012,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0012.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0013.tif,Summer 1990 season poster,"The Winter's Tale, Othello, Amadeus (poster design 2 of 2)",1990,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0013,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0013.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0014.tif,Summer 1991 season poster,"A Midsummer Night's Dream, Measure for Measure, Our Town, Waiting for Godot (10th anniversary season)",1991,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0014,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0014.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0015.tif,Summer 1992 season poster,"The Taming of the Shrew, Macbeth, A Doll's House",1992,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0015,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0015.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0016.tif,Summer 1993 season poster,"The Comedy of Errors, All's Well That Ends Well, Doctor Faustus, Damn Yankees",1993,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0016,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0016.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0017.tif,Summer 1994 season poster,"The Merchant of Venice, The Merry Wives of Windsor, The Rape of Tamar",1994,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0017,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0017.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0018.tif,Summer 1995 season poster,"The Tempest, King Lear, The Dresser",1995,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0018,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0018.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0019.tif,Summer 1995 season poster,"The Tempest, King Lear, The Dresser (autographed copy)",1995,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0019,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0019.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0020.tif,Summer 1996 season poster,"15th Anniversary Season: Twelfth Night, Pericles, Tartuffe (poster design 1 of 2)",1996,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0020,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0020.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0021.tif,Summer 1996 season poster,"15th Anniversary Season: Twelfth Night, Pericles, Tartuffe (poster design 2 of 2)",1996,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0021,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0021.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0022.tif,Summer 1997 season poster,"As You Like It, Richard III, The Forest",1997,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0022,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0022.tif,Photography Collections,,,,,,,,,,,
ua_0041_gra_0023.tif,Summer 1997 season poster,"As You Like It, Richard III, The Forest (autographed by Paul Whitworth)",1997,http://id.loc.gov/vocabulary/iso639-2/eng,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,Shakespeare Santa Cruz records,Production files,ua_0041_gra_0023,http://purl.org/dc/dcmitype/Image,UA 41,Shakespeare Santa Cruz,http://id.loc.gov/authorities/names/n79059545; Shakespeare Santa Cruz,info:lc/authorities/subjects/sh85039336,http://www.geonames.org/5393052,http://vocab.getty.edu/aat/300027221,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,http://www.oac.cdlib.org/findaid/ark:/13030/kt938nd6h4/,ua_0041_gra_0023.tif,Photography Collections,,,,,,,,,,,
