work_type,filename,parent,extent,masterFilename,collectionCallNumber,title,description,creator,contributor,dateCreatedDisplay,dateCreated,subjectPlace,subjectName,subjectTopic,resourceType,language,physicalFormat,physicalDescription,relatedResource,rightsStatement,rightsHolder,accessRights,rightsStatus,publisher,publisherHomepage,accessionNumber,donorProvenance,staffNote,boxFolder,genre,itemCallNumber,scale
work,ms0259_neg_bk2_79_58_01.tif,row:4,,ms0259_neg_bk2_79_58_01.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_58_03.tif,row:4,,ms0259_neg_bk2_79_58_03.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_58_04.tif,row:4,,ms0259_neg_bk2_79_58_04.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_58_05.tif,row:4,,ms0259_neg_bk2_79_58_05.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_58_06.tif,row:4,,ms0259_neg_bk2_79_58_06.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_58_07.tif,row:4,,ms0259_neg_bk2_79_58_07.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_58_08.tif,row:4,,ms0259_neg_bk2_79_58_08.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_58_09.tif,row:4,,ms0259_neg_bk2_79_58_09.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_58_10.tif,row:4,,ms0259_neg_bk2_79_58_10.tif,,Dance Board: unidentified students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5393052/santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356; info:lc/authorities/subjects/sh85035659,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Dance students""",,,,
work,ms0259_neg_bk2_79_60_03.tif,row:4,,ms0259_neg_bk2_79_60_03.tif,,Stevenson College sculpture: carved wood by J. B. Blunk,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5398905/stevenson-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,info:lc/authorities/subjects/sh85108616,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""History public - Stevenson shots""",,,,
work,ms0259_neg_bk2_79_60_05.tif,row:4,,ms0259_neg_bk2_79_60_05.tif,,Stevenson College: students,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5398905/stevenson-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""History public - Stevenson shots""",,,,
work,ms0259_neg_bk2_79_60_06.tif,row:4,,ms0259_neg_bk2_79_60_06.tif,,Stevenson College: view of the side and roof of a building,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5398905/stevenson-college.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85039716,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""History public - Stevenson shots""",,,,
work,ms0259_neg_bk2_79_61_01.tif,row:4,,ms0259_neg_bk2_79_61_01.tif,,"Herb Symposium 1979: view of herb vendor with ""Eat the Weeds"" banner",,"Foote, Carol A.",,1979-08-24; 1979-08-25,1979-08-24; 1979-08-25,http://www.geonames.org/11903366/upper-quarry-amphitheater.html,info:lc/authorities/names/n79059545,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Tidepool visitors & EAT WEEDS""",,,,
work,ms0259_neg_bk2_79_61_02.tif,row:4,,ms0259_neg_bk2_79_61_02.tif,,Herb Symposium 1979: view of speakers at the Quarry Amphitheater,,"Foote, Carol A.",,1979-08-24; 1979-08-25,1979-08-24; 1979-08-25,http://www.geonames.org/11903366/upper-quarry-amphitheater.html,info:lc/authorities/names/n79059545,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Tidepool visitors & EAT WEEDS""",,,,
work,ms0259_neg_bk2_79_61_03.tif,row:4,,ms0259_neg_bk2_79_61_03.tif,,Natural Bridges State Park: guided tour by a UC Santa Cruz student,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5376246/natural-bridges-state-beach.html,info:lc/authorities/names/n79059545,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Tidepool visitors & EAT WEEDS"". Possibly for the Dec. 31, 1980, Good Times article: Life, Death, Sex in the Tidepools by Harrisson, Pam. UCSC's guided tours at Natural Bridges State Park. Photo by Carol A. Foote.",,,,
work,ms0259_neg_bk2_79_61_08.tif,row:4,,ms0259_neg_bk2_79_61_08.tif,,Natural Bridges State Park: guided tour by a UC Santa Cruz student,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5376246/natural-bridges-state-beach.html,info:lc/authorities/names/n79059545,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Tidepool visitors & EAT WEEDS"". Possibly for the Dec. 31, 1980, Good Times article: Life, Death, Sex in the Tidepools by Harrisson, Pam. UCSC's guided tours at Natural Bridges State Park. Photo by Carol A. Foote.",,,,
work,ms0259_neg_bk2_79_61_09.tif,row:4,,ms0259_neg_bk2_79_61_09.tif,,Natural Bridges State Park: guided tour by a UC Santa Cruz student,,"Foote, Carol A.",,1979,1979,http://www.geonames.org/5376246/natural-bridges-state-beach.html,info:lc/authorities/names/n79059545,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Inventory note: ""PR - Tidepool visitors & EAT WEEDS"". Possibly for the Dec. 31, 1980, Good Times article: Life, Death, Sex in the Tidepools by Harrisson, Pam. UCSC's guided tours at Natural Bridges State Park. Photo by Carol A. Foote.",,,,
work,ms0259_neg_bk4_80-01_04.tif,row:4,,ms0259_neg_bk4_80-01_04.tif,,"Hayden White, professor of history of consciousness",,"Foote, Carol A.",,1980-01-01,1980-01-01,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n50020220,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-01_07.tif,row:4,,ms0259_neg_bk4_80-01_07.tif,,"Hayden White, professor of history of consciousness",,"Foote, Carol A.",,1980-01-01,1980-01-01,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n50020220,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-01_29.tif,row:4,,ms0259_neg_bk4_80-01_29.tif,,"Hayden White, professor of history of consciousness",,"Foote, Carol A.",,1980-01-01,1980-01-01,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; http://id.loc.gov/authorities/names/n50020220,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-03_02.tif,row:4,,ms0259_neg_bk4_80-03_02.tif,,Center for Innovation and Entrepreneurial Development (CIED): Elizabeth Levy,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n87808714,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-03_04.tif,row:4,,ms0259_neg_bk4_80-03_04.tif,,Center for Innovation and Entrepreneurial Development (CIED): Elizabeth Levy,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n87808714,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-03_10.tif,row:4,,ms0259_neg_bk4_80-03_10.tif,,"Center for Innovation and Entrepreneurial Development (CIED): Narinder Singh Kapany, professor of physics",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n88608998; info:lc/authorities/names/n87808714,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-03_14.tif,row:4,,ms0259_neg_bk4_80-03_14.tif,,"Center for Innovation and Entrepreneurial Development (CIED): Narinder Singh Kapany, professor of physics",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n88608998; info:lc/authorities/names/n87808714,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-03_32.tif,row:4,,ms0259_neg_bk4_80-03_32.tif,,Center for Innovation and Entrepreneurial Development (CIED): Elizabeth Levy,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n87808714,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-03_36.tif,row:4,,ms0259_neg_bk4_80-03_36.tif,,Center for Innovation and Entrepreneurial Development (CIED): Elizabeth Levy,,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n87808714,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-04_08.tif,row:4,,ms0259_neg_bk4_80-04_08.tif,,"Center for Innovation and Entrepreneurial Development (CIED): Narinder Singh Kapany, professor of physics and Elizabeth Levy",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n88608998; info:lc/authorities/names/n87808714,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-04_11.tif,row:4,,ms0259_neg_bk4_80-04_11.tif,,"Center for Innovation and Entrepreneurial Development (CIED): Narinder Singh Kapany, professor of physics and Elizabeth Levy",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n88608998; info:lc/authorities/names/n87808714,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-04_18.tif,row:4,,ms0259_neg_bk4_80-04_18.tif,,"Center for Innovation and Entrepreneurial Development (CIED): Narinder Singh Kapany, professor of physics",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n88608998; info:lc/authorities/names/n87808714,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-05_02.tif,row:4,,ms0259_neg_bk4_80-05_02.tif,,"Todd Wipke, professor of chemistry",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n80017006,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-05_13.tif,row:4,,ms0259_neg_bk4_80-05_13.tif,,"Todd Wipke, professor of chemistry",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n80017006,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-05_26.tif,row:4,,ms0259_neg_bk4_80-05_26.tif,,"Todd Wipke, professor of chemistry",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n80017006,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-07_08.tif,row:4,,ms0259_neg_bk4_80-07_08.tif,,"Center for Innovation and Entrepreneurial Development (CIED): Bruce Rosenblum, professor of physics and Associate Director of CIED",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n2005076133; info:lc/authorities/names/n87808714,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-07_17.tif,row:4,,ms0259_neg_bk4_80-07_17.tif,,"Center for Innovation and Entrepreneurial Development (CIED): Bruce Rosenblum, professor of physics and Associate Director of CIED",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n2005076133; info:lc/authorities/names/n87808714,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-08_04.tif,row:4,,ms0259_neg_bk4_80-08_04.tif,,"Grant Venerable, professor of chemistry",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85157940,info:lc/authorities/subjects/sh85001826,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-08_11.tif,row:4,,ms0259_neg_bk4_80-08_11.tif,,"Grant Venerable, professor of chemistry, with a student",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85157940,info:lc/authorities/subjects/sh85001826; info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-08_35.tif,row:4,,ms0259_neg_bk4_80-08_35.tif,,"Grant Venerable, professor of chemistry",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n85157940,info:lc/authorities/subjects/sh85001826,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-09_09.tif,row:4,,ms0259_neg_bk4_80-09_09.tif,,"Ron Ruby, professor of physics, founding faculty",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-09_15.tif,row:4,,ms0259_neg_bk4_80-09_15.tif,,"Ron Ruby, professor of physics, founding faculty",,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,,,,,
work,ms0259_neg_bk4_80-10_24.tif,row:4,,ms0259_neg_bk4_80-10_24.tif,,"Melvin Calvin, Nobel Laureate in chemistry, with Jean Langenheim, professor of ecology and evolutionary biology",,"Foote, Carol A.",,1980-01-22,1980-01-22,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50031521; info:lc/authorities/names/n81040835,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Date from Santa Cruz Sentinel article, ""Nobel Prize Chemist At UCSC: Oil From Plants May Help U.S. Cope With Energy Crisis Tuesday, January 22, 1980 Santa Cruz By SYLVIA TOWNSEND Sentinel Staff Writer""",,,,
work,ms0259_neg_bk4_80-10_30.tif,row:4,,ms0259_neg_bk4_80-10_30.tif,,"Melvin Calvin, Nobel Laureate in chemistry, with Jean Langenheim, professor of ecology and evolutionary biology",,"Foote, Carol A.",,1980-01-22,1980-01-22,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50031521; info:lc/authorities/names/n81040835,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Date from Santa Cruz Sentinel article, ""Nobel Prize Chemist At UCSC: Oil From Plants May Help U.S. Cope With Energy Crisis Tuesday, January 22, 1980 Santa Cruz By SYLVIA TOWNSEND Sentinel Staff Writer""",,,,
work,ms0259_neg_bk4_80-10_35.tif,row:4,,ms0259_neg_bk4_80-10_35.tif,,"Melvin Calvin, Nobel Laureate in chemistry, with Jean Langenheim, professor of ecology and evolutionary biology",,"Foote, Carol A.",,1980-01-22,1980-01-22,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50031521; info:lc/authorities/names/n81040835,info:lc/authorities/subjects/sh85028378,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Date from Santa Cruz Sentinel article, ""Nobel Prize Chemist At UCSC: Oil From Plants May Help U.S. Cope With Energy Crisis Tuesday, January 22, 1980 Santa Cruz By SYLVIA TOWNSEND Sentinel Staff Writer""",,,,
work,ms0259_neg_bk4_80-11_02.tif,row:4,,ms0259_neg_bk4_80-11_02.tif,,"Melvin Calvin, Nobel Laureate in chemistry, with students in Thimann Lecture Hall",,"Foote, Carol A.",,1980-01-22,1980-01-22,http://www.geonames.org/11903361/thimann-lecture-hall.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50031521,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Date from Santa Cruz Sentinel article, ""Nobel Prize Chemist At UCSC: Oil From Plants May Help U.S. Cope With Energy Crisis Tuesday, January 22, 1980 Santa Cruz By SYLVIA TOWNSEND Sentinel Staff Writer""",,,,
work,ms0259_neg_bk4_80-11_09.tif,row:4,,ms0259_neg_bk4_80-11_09.tif,,"Melvin Calvin, Nobel Laureate in chemistry, with students in Thimann Lecture Hall",,"Foote, Carol A.",,1980-01-22,1980-01-22,http://www.geonames.org/11903361/thimann-lecture-hall.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50031521,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Date from Santa Cruz Sentinel article, ""Nobel Prize Chemist At UCSC: Oil From Plants May Help U.S. Cope With Energy Crisis Tuesday, January 22, 1980 Santa Cruz By SYLVIA TOWNSEND Sentinel Staff Writer""",,,,
work,ms0259_neg_bk4_80-11_10.tif,row:4,,ms0259_neg_bk4_80-11_10.tif,,"Melvin Calvin, Nobel Laureate in chemistry, with students in Thimann Lecture Hall",,"Foote, Carol A.",,1980-01-22,1980-01-22,http://www.geonames.org/11903361/thimann-lecture-hall.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50031521,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Date from Santa Cruz Sentinel article, ""Nobel Prize Chemist At UCSC: Oil From Plants May Help U.S. Cope With Energy Crisis Tuesday, January 22, 1980 Santa Cruz By SYLVIA TOWNSEND Sentinel Staff Writer""",,,,
work,ms0259_neg_bk4_80-11_27.tif,row:4,,ms0259_neg_bk4_80-11_27.tif,,"Melvin Calvin, Nobel Laureate in chemistry, with students in Thimann Lecture Hall",,"Foote, Carol A.",,1980-01-22,1980-01-22,http://www.geonames.org/11903361/thimann-lecture-hall.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50031521,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Date from Santa Cruz Sentinel article, ""Nobel Prize Chemist At UCSC: Oil From Plants May Help U.S. Cope With Energy Crisis Tuesday, January 22, 1980 Santa Cruz By SYLVIA TOWNSEND Sentinel Staff Writer""",,,,
work,ms0259_neg_bk4_80-11_32.tif,row:4,,ms0259_neg_bk4_80-11_32.tif,,"Melvin Calvin, Nobel Laureate in chemistry, with students in Thimann Lecture Hall",,"Foote, Carol A.",,1980-01-22,1980-01-22,http://www.geonames.org/11903361/thimann-lecture-hall.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/n50031521,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"Date from Santa Cruz Sentinel article, ""Nobel Prize Chemist At UCSC: Oil From Plants May Help U.S. Cope With Energy Crisis Tuesday, January 22, 1980 Santa Cruz By SYLVIA TOWNSEND Sentinel Staff Writer""",,,,
work,ms0259_neg_bk4_80-13_04.tif,row:4,,ms0259_neg_bk4_80-13_04.tif,,"Cowell Culture Break: Steven Hawley (right), astronaut and UC Santa Cruz alumnus, with students at a press conference",Hawley earned a Ph.D. in astronomy and astrophysics at UCSC in 1977. He flew on five space shuttle missions.,"Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/no2007054027,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-13_12.tif,row:4,,ms0259_neg_bk4_80-13_12.tif,,"Cowell Culture Break: Steven Hawley, astronaut and UC Santa Cruz alumnus, with students at a press conference: student","Steven Hawley, astronaut and former UCSC student, at press conference","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-13_18.tif,row:4,,ms0259_neg_bk4_80-13_18.tif,,"Cowell Culture Break: Steven Hawley, astronaut and UC Santa Cruz alumnus, with a model of the space shuttle at a press conference","Steven Hawley, astronaut and former UCSC student, at press conference","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/no2007054027,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-13_25.tif,row:4,,ms0259_neg_bk4_80-13_25.tif,,"Cowell Culture Break: Steven Hawley, astronaut and UC Santa Cruz alumnus, with a model of the space shuttle at a press conference","Steven Hawley, astronaut and former UCSC student, at press conference","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/no2007054027,,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
work,ms0259_neg_bk4_80-13_30.tif,row:4,,ms0259_neg_bk4_80-13_30.tif,,"Cowell Culture Break: Steven Hawley, astronaut and UC Santa Cruz alumnus, and unidentified student, with a model of the space shuttle at a press conference","Steven Hawley, astronaut and former UCSC student, at press conference","Foote, Carol A.",,1980,1980,http://www.geonames.org/5404900/university-of-california-santa-cruz.html,info:lc/authorities/names/n79059545; info:lc/authorities/names/no2007054027,info:lc/authorities/subjects/sh85028356,http://purl.org/dc/dcmitype/Image,,http://vocab.getty.edu/aat/300128343,,,,,,,,,,,"See UCSC Review, April/May 1980, p. 3.",,,,
