filename,parent,collectionCallNumber,series,title,description,description,description,originalPublisher,donorProvenance,dateDigitized,dateCreated,masterFilename,contributor,subjectName,subjectTopic,subjectPlace,physicalFormat,resourceType,rightsStatement,accessRights,publisher,publisherHomepage
ms0414_rec_3808.wav,row:prev,,,"Part 2: Serenade for tenor, horn, and strings, Op. 31, by Benjamin Britten\; Charles Shere interview with David Abel.","Performers: James Schwabacher, tenor\; Frederick Bergstone, French horn\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3808.wav,"info:lc/authorities/names/n79105791; info:lc/authorities/names/nr2006007678; Bergstone, Frederick; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/no97033342; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931",,info:lc/authorities/subjects/sh85125152,,,,,,,
ms0414_rec_3778-3777.wav,row:prev,,,Part 3: La voix humaine by Francis Poulenc (English translation).,"Performers: Carole Bogard, soprano\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3778-3777.wav,info:lc/authorities/names/n80015508; info:lc/authorities/names/n81028110; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,info:lc/authorities/subjects/sh85125152,,,,,,,
,,MS 414,1965,Concert 4,,"Recorded in performance: August 22, 1965, Cabrillo College Music Hall, Aptos, California.",Digitized from reel-to-reel tapes.,"Originally broadcast: Berkeley, Calif.: KPFA, 1965.",Original tape gift of Other Minds.,2018,1965-08-22,,,,,http://www.geonames.org/5332433/cabrillo-college-main-campus.html,http://vocab.getty.edu/aat/300403949,http://purl.org/dc/dcmitype/Sound,"This work is available from the UC Santa Cruz Library upon request. Please contact Special Collections & Archives for access. This digital copy of the work is intended to support research, teaching, and private study. This work is protected by U.S. Copyright Law (Title 17, U.S.C.). Use of this work beyond that allowed by fair use requires written permission of the copyright holder(s). Responsibility for obtaining permission, and for any use or distribution of this work, rests exclusively with the user and not the UC Santa Cruz Library. For more information on copyright, please visit: guides.library.ucsc.edu/speccoll/reproduction-publication. ",Restricted,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll
ms0414_rec_3797.wav,row:prev,,,Part 1: Concerto for violin and oboe in C minor by Johann Sebastian Bach.,"Performers: David Abel, violin\; Leland Lincoln, oboe\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3797.wav,"info:lc/authorities/names/n79021425; info:lc/authorities/names/no97033342; Lincoln, Leland, 1921-1991; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931",,,,,,,,,
ms0414_rec_3798.wav,row:prev,,,Part 2: Six works for harpsichord by Wilhelm Friedemann Bach: Polonaise no. 4 in D major\; Polonaise no. 5 in E-flat major\; Polonaise no. 12 in G minor\; Fugue no. 16 in E minor\; Capriccio in D minor\; Fugue in C minor.,"Performers: Nathan Schwartz, harpsichord\; Charles Shere, recording host.",,,,,,,ms0414_rec_3798.wav,info:lc/authorities/names/n79145903; info:lc/authorities/names/no91014669; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369,,info:lc/authorities/subjects/sh85104553,,,,,,,
ms0414_rec_3799.wav,row:prev,,,Part 3: Small concerto with piano by Charles Shere.,"Performers: Nathan Schwartz, piano\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3799.wav,info:lc/authorities/names/no91014669; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
,,MS 414,1965,Concert 5,,"Recorded in performance: August 22, 1965, Cabrillo College Music Hall, Aptos, California.",Digitized from reel-to-reel tapes.,"Originally broadcast: Berkeley, Calif.: KPFA, 1965.",Original tape gift of Other Minds.,2018,1965-08-22,,,,,http://www.geonames.org/5332433/cabrillo-college-main-campus.html,http://vocab.getty.edu/aat/300403949,http://purl.org/dc/dcmitype/Sound,"This work is available from the UC Santa Cruz Library upon request. Please contact Special Collections & Archives for access. This digital copy of the work is intended to support research, teaching, and private study. This work is protected by U.S. Copyright Law (Title 17, U.S.C.). Use of this work beyond that allowed by fair use requires written permission of the copyright holder(s). Responsibility for obtaining permission, and for any use or distribution of this work, rests exclusively with the user and not the UC Santa Cruz Library. For more information on copyright, please visit: guides.library.ucsc.edu/speccoll/reproduction-publication. ",Restricted,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll
ms0414_rec_3657.wav,row:prev,,,"Part 2: Concerto for violin and percussion ensemble by Lou Harrison\; Charles Shere interview with George Craig, KPFA recording engineer.","Performers: Austin Reller, violin\; Jack Van der Wyk, Robert Lesoine, Donald O'Brien, Stuart Dempster, Charles Brady, percussion\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3657.wav,"http://id.loc.gov/authorities/names/n82099801; info:lc/authorities/names/no98067761; info:lc/authorities/names/n79040890; info:lc/authorities/names/n81149127; Lesoine, Robert; info:lc/authorities/names/nr92034824; Van der Wyk, Jack; info:lc/authorities/names/n84053956; info:lc/authorities/names/no91010323; info:lc/authorities/names/n91021369",,,,,,,,,
ms0414_rec_3806.wav,row:prev,,,"Part 3: Symphony No. 1 in C major, Op. 21, by Ludwig van Beethoven.","Performers: Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3806.wav,info:lc/authorities/names/n79107741; info:lc/authorities/names/n84053956; info:lc/authorities/names/no91010323; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
,,MS 414,1965,Concert 6,,"Recorded in performance: August 27, 1965, Cabrillo College Music Hall, Aptos, California.",Digitized from reel-to-reel tapes.,"Originally broadcast: Berkeley, Calif.: KPFA, 1965.",Original tape gift of Other Minds.,2018,1965-08-27,,,,,http://www.geonames.org/5332433/cabrillo-college-main-campus.html,http://vocab.getty.edu/aat/300403949,http://purl.org/dc/dcmitype/Sound,"This work is available from the UC Santa Cruz Library upon request. Please contact Special Collections & Archives for access. This digital copy of the work is intended to support research, teaching, and private study. This work is protected by U.S. Copyright Law (Title 17, U.S.C.). Use of this work beyond that allowed by fair use requires written permission of the copyright holder(s). Responsibility for obtaining permission, and for any use or distribution of this work, rests exclusively with the user and not the UC Santa Cruz Library. For more information on copyright, please visit: guides.library.ucsc.edu/speccoll/reproduction-publication. ",Restricted,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll
ms0414_rec_3793.wav,row:prev,,,Part 1: Kindertotenlieder by Gustav Mahler.,"Performers: Edgar Jones, baritone\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3793.wav,"info:lc/authorities/names/n80067106; Jones, Edgar; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931",,info:lc/authorities/subjects/sh85125186,,,,,,,
ms0414_rec_3794.wav,row:prev,,,"Part 2: Piano concerto no. 4 in G major, Op. 58, Ludwig van Beethoven.","Performers: Ludwig Olshansky, piano\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3794.wav,info:lc/authorities/names/n79107741; info:lc/authorities/names/n81149133; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
ms0414_rec_3795-3796.wav,row:prev,,,Part 3: Symphony for classical orchestra by Harold Shapero.,"Performers: Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3795-3796.wav,http://id.loc.gov/authorities/names/n88144500; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
,,MS 414,1965,Concert 7,,"Recorded in performance: August 28, 1965, Cabrillo College Music Hall, Aptos, California.",Digitized from reel-to-reel tapes.,"Originally broadcast: Berkeley, Calif.: KPFA, 1965.",Original tape gift of Other Minds.,2018,1965-08-28,,,,,http://www.geonames.org/5332433/cabrillo-college-main-campus.html,http://vocab.getty.edu/aat/300403949,http://purl.org/dc/dcmitype/Sound,"This work is available from the UC Santa Cruz Library upon request. Please contact Special Collections & Archives for access. This digital copy of the work is intended to support research, teaching, and private study. This work is protected by U.S. Copyright Law (Title 17, U.S.C.). Use of this work beyond that allowed by fair use requires written permission of the copyright holder(s). Responsibility for obtaining permission, and for any use or distribution of this work, rests exclusively with the user and not the UC Santa Cruz Library. For more information on copyright, please visit: guides.library.ucsc.edu/speccoll/reproduction-publication. ",Restricted,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll
ms0414_rec_3789.wav,row:prev,,,Part 1: Concertino d'été for viola and nine instruments by Darius Milhaud.,"Performers: Rolf Persinger, viola\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3789.wav,info:lc/authorities/names/n79109326; info:lc/authorities/names/no93001448; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
ms0414_rec_3783.wav,row:prev,,,Part 2: Immagine by Bruno Bartolozzi\; pre-concert interview with musician Nelson Green.,"Performers: Leona Gordon, soprano\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3783.wav,"info:lc/authorities/names/n80103954; Gordon, Leona; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931",,info:lc/authorities/subjects/sh85125142,,,,,,,
ms0414_rec_3782.wav,row:prev,,,Part 3: Concertino d'hiver for trombone and strings by Darius Milhaud.,"Performers: Stuart Dempster, trombone\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3782.wav,info:lc/authorities/names/n79109326; info:lc/authorities/names/n81149127; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
ms0414_rec_3787.wav,row:prev,,,"Part 4: Solemn vespers, K. 339 for solo quartet and orchestra by Wolfgang Amadeus Mozart.","Performers: Leona Gordon, soprano\; Claudine Carlson, mezzo-soprano\; Walter Carringer, tenor\; Edgar Jones, baritone\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3787.wav,"info:lc/authorities/names/n80022788; Gordon, Leona; info:lc/authorities/names/n82071447; info:lc/authorities/names/no91027627; Jones, Edgar; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931",,info:lc/authorities/subjects/sh85024817,,,,,,,
,,MS 414,1965,Concert 8,,"Recorded in performance: August 28, 1965, Cabrillo College Music Hall, Aptos, California.",Digitized from reel-to-reel tapes.,"Originally broadcast: Berkeley, Calif.: KPFA, 1965.",Original tape gift of Other Minds.,2018,1965-08-28,,,,,http://www.geonames.org/5332433/cabrillo-college-main-campus.html,http://vocab.getty.edu/aat/300403949,http://purl.org/dc/dcmitype/Sound,"This work is available from the UC Santa Cruz Library upon request. Please contact Special Collections & Archives for access. This digital copy of the work is intended to support research, teaching, and private study. This work is protected by U.S. Copyright Law (Title 17, U.S.C.). Use of this work beyond that allowed by fair use requires written permission of the copyright holder(s). Responsibility for obtaining permission, and for any use or distribution of this work, rests exclusively with the user and not the UC Santa Cruz Library. For more information on copyright, please visit: guides.library.ucsc.edu/speccoll/reproduction-publication. ",Restricted,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll
ms0414_rec_3786-3781-3790-3791-3780.wav,row:prev,,,Orfeo ed Euridice (Anima del filosofo) by Joseph Haydn.,"Performers: Carole Bogard, soprano\; Walter Carringer, tenor\; Vahan Toolajian, bass-baritone\; Francesca Howe, soprano\; Cabrillo Music Festival Chorus, Robert Paul Commanday, director\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3786-3781-3790-3791-3780.wav,"info:lc/authorities/names/n79091193; info:lc/authorities/names/n81028110; info:lc/authorities/names/no91027627; Toolajian, Vahan; Howe, Francesca; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931; Cabrillo Music Festival. Chorus",,,,,,,,,
,,MS 414,1965,Concert 9,,"Recorded in performance: August 29, 1965, Cabrillo College Music Hall, Aptos, California.",Digitized from reel-to-reel tapes.,"Originally broadcast: Berkeley, Calif.: KPFA, 1965.",Original tape gift of Other Minds.,2018,1965-08-29,,,,,http://www.geonames.org/5332433/cabrillo-college-main-campus.html,http://vocab.getty.edu/aat/300403949,http://purl.org/dc/dcmitype/Sound,"This work is available from the UC Santa Cruz Library upon request. Please contact Special Collections & Archives for access. This digital copy of the work is intended to support research, teaching, and private study. This work is protected by U.S. Copyright Law (Title 17, U.S.C.). Use of this work beyond that allowed by fair use requires written permission of the copyright holder(s). Responsibility for obtaining permission, and for any use or distribution of this work, rests exclusively with the user and not the UC Santa Cruz Library. For more information on copyright, please visit: guides.library.ucsc.edu/speccoll/reproduction-publication. ",Restricted,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll
ms0414_rec_3788.wav,row:prev,,,"Part 1: Fili mi, Absalon, from Sinfonia sacra, op.6, by Heinrich Schütz\; Cuopre talvolta il cielo by George Frideric Handel.","Performers: Edgar Jones, baritone\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3788.wav,"info:lc/authorities/names/n80158647; info:lc/authorities/names/n79129204; Jones, Edgar; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931",,info:lc/authorities/subjects/sh85116355; info:lc/authorities/subjects/sh85125183,,,,,,,
ms0414_rec_3792.wav,row:prev,,,Part 2: Cello concerto in A major by Carl Philipp Emanuel Bach.,"Performers: László Varga, cello\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3792.wav,info:lc/authorities/names/n79074233; info:lc/authorities/names/n81097899; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
ms0414_rec_3784.wav,row:prev,,,"Part 3: Piano sonata in B-flat major, opus posthumous, by Franz Schubert.","Performers: Ludwig Olshansky, piano\; Charles Shere, recording host.",,,,,,,ms0414_rec_3784.wav,info:lc/authorities/names/n50000561; info:lc/authorities/names/n81149133; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369,,,,,,,,,
ms0414_rec_3785.wav,row:prev,,,"Part 4: Violin concerto in G, K. 216, by Wolfgang Amadeus Mozart.","Performers: David Abel, violin\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_3785.wav,info:lc/authorities/names/n80022788; info:lc/authorities/names/no97033342; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
,,MS 414,1967,Concert 1,,"Recorded in performance: August 18, 1967, Cabrillo College Music Hall, Aptos, California.",Digitized from reel-to-reel tapes.,"Originally broadcast: Berkeley, Calif.: KPFA, 1967.",Original tape gift of Other Minds.,2018,1967-08-18,,,,,http://www.geonames.org/5332433/cabrillo-college-main-campus.html,http://vocab.getty.edu/aat/300403949,http://purl.org/dc/dcmitype/Sound,"This work is available from the UC Santa Cruz Library upon request. Please contact Special Collections & Archives for access. This digital copy of the work is intended to support research, teaching, and private study. This work is protected by U.S. Copyright Law (Title 17, U.S.C.). Use of this work beyond that allowed by fair use requires written permission of the copyright holder(s). Responsibility for obtaining permission, and for any use or distribution of this work, rests exclusively with the user and not the UC Santa Cruz Library. For more information on copyright, please visit: guides.library.ucsc.edu/speccoll/reproduction-publication. ",Restricted,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll
ms0414_rec_2373.wav,row:prev,,,"Part 1: Cantata no.147, ""Herz und Mund und Tat und Leben"", by Johann Sebastian Bach.","Performers: Carole Bogard, soprano\; Donna Petersen, contralto\; Charles Bressler, tenor\; Ara Berberian, bass\; Oakland Chamber Chorus, Joseph Liebling, director\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_2373.wav,"info:lc/authorities/names/n79021425; info:lc/authorities/names/n84041943; info:lc/authorities/names/n81028110; info:lc/authorities/names/n85006054; Petersen, Donna; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931",,info:lc/authorities/subjects/sh85019781,,,,,,,
ms0414_rec_2374.wav,row:prev,,,"Part 2: Symphony no. 83 in G Minor, ""The Hen"", by Joseph Haydn.","Performers: Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor\; Charles Shere, recording host.",,,,,,,ms0414_rec_2374.wav,info:lc/authorities/names/n79091193; info:lc/authorities/names/no91010323; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931,,,,,,,,,
ms0414_rec_2368.wav,row:prev,,,Part 3: Songs from Des Knaben Wunderhorn by Gustav Mahler.,"Performers: Ara Berberian, bass\; Charles Bressler, tenor\; Donna Petersen, contralto\; Cabrillo Music Festival Orchestra\; Gerhard Samuel, conductor.",,,,,,,ms0414_rec_2368.wav,"info:lc/authorities/names/n80067106; info:lc/authorities/names/n84041943; info:lc/authorities/names/n85006054; Petersen, Donna; info:lc/authorities/names/no91010323; info:lc/authorities/names/n91021369; info:lc/authorities/names/no98067931",,info:lc/authorities/subjects/sh85125186; info:lc/authorities/subjects/sh85125166,,,,,,,
,,MS 414,1967,Concert 2,,"Recorded in performance: August 19, 1967, Cabrillo College Music Hall, Aptos, California.",Digitized from reel-to-reel tapes.,"Originally broadcast: Berkeley, Calif.: KPFA, 1967.",Original tape gift of Other Minds.,2018,1967-08-19,,,,,http://www.geonames.org/5332433/cabrillo-college-main-campus.html,http://vocab.getty.edu/aat/300403949,http://purl.org/dc/dcmitype/Sound,"This work is available from the UC Santa Cruz Library upon request. Please contact Special Collections & Archives for access. This digital copy of the work is intended to support research, teaching, and private study. This work is protected by U.S. Copyright Law (Title 17, U.S.C.). Use of this work beyond that allowed by fair use requires written permission of the copyright holder(s). Responsibility for obtaining permission, and for any use or distribution of this work, rests exclusively with the user and not the UC Santa Cruz Library. For more information on copyright, please visit: guides.library.ucsc.edu/speccoll/reproduction-publication. ",Restricted,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",https://guides.library.ucsc.edu/speccoll
ms0414_rec_2372.wav,row:prev,,,Part 3: Praeludium for unaccompanied viola da gamba / Louis de Caix d'Hervelois\; Allegro for unaccompanied viola da gamba / Karl Friedrich Abel\; Suite in A minor for viola da gamba and figured bass / Marin Marais\; Allemande l'asthmatique / Marin Marais.,"Performers: Eva Heinitz, viola da gamba\; Malcolm Hamilton, harpsichord\; Charles Shere, recording host.",,,,,,,ms0414_rec_2372.wav,info:lc/authorities/names/n82063634; info:lc/authorities/names/n79110533; info:lc/authorities/names/n81074744; info:lc/authorities/names/n84053956; info:lc/authorities/names/n91021369; info:lc/authorities/names/no93001881; info:lc/authorities/names/n82136853,,,,,,,,,
