workType,filename,parent,collectionCallNumber,series,subSeries,title,description,description,creator,contributor,dateCreated,subjectName,subjectTitle,subjectPlace,subjectTopic,language,resourceType,physicalFormat,physicalDescription,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,relatedResource,accessionNumber,masterFilename
work,dc1_750_0326.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Colorado Desert, California: grizzly bear prickly pear (Opuntia erinacea var: ursina) blossoms","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/4018698/sonoran-desert.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85018606; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0326L,dc1_750_0326.tif
work,dc1_750_0327.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: hedgehog or claret cup cactus (Echinocereus sp.?) blossoms","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85018606; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0327L,dc1_750_0327.tif
work,dc1_750_0328.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape near Twentynine Palms with Bigelow (or jumping) cholla cactus","View in tinted lantern slide, ca. 1920-1940",,"info:lc/authorities/names/n2013035337; Frasher, Burton",,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85018606; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0328L,dc1_750_0328.tif
work,dc1_750_0329.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape with blooming Mojave yucca plants (Yucca schidigera)","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0329L,dc1_750_0329.tif
work,dc1_750_0330.tif,row:2,,"American Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape with Joshua trees (Yucca brevifolia), wildflowers and shrubs","View in tinted lantern slide, ca. 1915-1920.",,info:lc/authorities/names/n2013035337,,1915,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0330L,dc1_750_0330.tif
work,dc1_750_0331.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape with Joshua trees (Yucca brevifolia), at sunset","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0331L,dc1_750_0331.tif
work,dc1_750_0332.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape with cross-shaped Joshua tree (Yucca brevifolia)","View in tinted lantern slide, ca. 1920-1940",,"info:lc/authorities/names/n2013035337; Frasher, Burton",,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0332L,dc1_750_0332.tif
work,dc1_750_0333.tif,row:2,,"American Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape with arched yucca palm (Yucca filifera), Joshua trees, mare","View in tinted lantern slide, ca. 1915-1920.",,info:lc/authorities/names/n2013035337; Putnam & Valentine,,1915,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0333L,dc1_750_0333.tif
work,dc1_750_0334.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape with Joshua trees (Yucca brevifolia)","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0334L,dc1_750_0334.tif
work,dc1_750_0335.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape with tree cholla (Cylindropuntia imbricata) cactus","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85018606; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0335L,dc1_750_0335.tif
work,dc1_750_0336.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: wildflower shrubs","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0336L,dc1_750_0336.tif
work,dc1_750_0337.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Riverside County, California: landscape with palms near Biskra Palms, Indio Hills","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5387890/riverside-county.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85097246; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0337L,dc1_750_0337.tif
work,dc1_750_0338.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Indio, California: desert landscape with palms, at sunset, near Indio","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5387890/riverside-county.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85097246; info:lc/authorities/subjects/sh85101292; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0338L,dc1_750_0338.tif
work,dc1_750_0339.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mono County, California: herd of sheep grazing in Mono Craters Range of hills","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5374091/mono-county.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85121208; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0339L,dc1_750_0339.tif
work,dc1_750_0340.tif,row:2,,"American Travelogues, Branson DeCou",California,"Mono Lake, California: sunrise over Mono Lake, with farmhouse in foreground","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1915,,,http://www.geonames.org/5374112/mono-lake.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85047294; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85074030,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0340L,dc1_750_0340.tif
work,dc1_750_0341.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,Mono Lake: view at sunset,"View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5374112/mono-lake.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85074030; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85074030,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0341L,dc1_750_0341.tif
work,dc1_750_0342.tif,row:2,,"American Travelogues, Branson DeCou",California,Arrowhead Springs Hotel: distant view of complex,"View in tinted lantern slide, ca. 1915-1920. The Arrowhead Springs Hotel was built in 1905.",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5324776/arrowhead-springs.html,info:lc/authorities/subjects/sh85006611; info:lc/authorities/subjects/sh85026282; info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh99001238; info:lc/authorities/subjects/sh85062487,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0342L,dc1_750_0342.tif
